value_ns,percentile,cumulative_count
54687.0,99.960142,2081552
54719.0,99.960238,2081554
54751.0,99.960478,2081559
54783.0,99.960526,2081560
54815.0,99.960910,2081568
54847.0,99.961150,2081573
54879.0,99.961246,2081575
54911.0,99.961342,2081577
54943.0,99.961486,2081580
55007.0,99.961679,2081584
55039.0,99.961871,2081588
55071.0,99.961967,2081590
55103.0,99.962063,2081592
55135.0,99.962159,2081594
55199.0,99.962303,2081597
55231.0,99.962591,2081603
55263.0,99.962687,2081605
55295.0,99.962879,2081609
55327.0,99.963215,2081616
55359.0,99.963407,2081620
55391.0,99.963791,2081628
55423.0,99.964128,2081635
55455.0,99.964416,2081641
55487.0,99.964704,2081647
55519.0,99.964896,2081651
55551.0,99.965232,2081658
55583.0,99.965808,2081670
55615.0,99.966193,2081678
55647.0,99.966385,2081682
55679.0,99.966673,2081688
55711.0,99.966913,2081693
55743.0,99.967153,2081698
55775.0,99.967201,2081699
55807.0,99.967729,2081710
55839.0,99.968258,2081721
55871.0,99.968930,2081735
55903.0,99.969266,2081742
55935.0,99.969554,2081748
55967.0,99.969938,2081756
55999.0,99.970178,2081761
56031.0,99.970611,2081770
56063.0,99.970851,2081775
56095.0,99.971139,2081781
56127.0,99.971523,2081789
56159.0,99.971811,2081795
56191.0,99.972243,2081804
56223.0,99.972724,2081814
56255.0,99.972820,2081816
56287.0,99.973060,2081821
56319.0,99.973396,2081828
56351.0,99.973636,2081833
56383.0,99.973780,2081836
56415.0,99.973924,2081839
56447.0,99.974212,2081845
56479.0,99.974452,2081850
56511.0,99.974788,2081857
56543.0,99.974933,2081860
56575.0,99.975173,2081865
56607.0,99.975221,2081866
56639.0,99.975413,2081870
56671.0,99.975653,2081875
56703.0,99.975797,2081878
56735.0,99.976085,2081884
56767.0,99.976133,2081885
56799.0,99.976325,2081889
56831.0,99.976517,2081893
56863.0,99.976613,2081895
56895.0,99.976709,2081897
56927.0,99.976853,2081900
56959.0,99.977046,2081904
56991.0,99.977238,2081908
57023.0,99.977334,2081910
57055.0,99.977478,2081913
57087.0,99.977622,2081916
57119.0,99.977718,2081918
57183.0,99.977814,2081920
57247.0,99.977862,2081921
57279.0,99.977958,2081923
57311.0,99.978102,2081926
57343.0,99.978198,2081928
57375.0,99.978294,2081930
57407.0,99.978342,2081931
57439.0,99.978390,2081932
57471.0,99.978438,2081933
57535.0,99.978486,2081934
57567.0,99.978534,2081935
57599.0,99.978630,2081937
57663.0,99.978726,2081939
57727.0,99.978774,2081940
57791.0,99.978822,2081941
57887.0,99.978918,2081943
57951.0,99.979062,2081946
58079.0,99.979110,2081947
58111.0,99.979158,2081948
58175.0,99.979303,2081951
58271.0,99.979351,2081952
58303.0,99.979399,2081953
58367.0,99.979447,2081954
58431.0,99.979495,2081955
58495.0,99.979543,2081956
58527.0,99.979591,2081957
58559.0,99.979639,2081958
58591.0,99.979687,2081959
58719.0,99.979735,2081960
58815.0,99.979783,2081961
58911.0,99.979879,2081963
58943.0,99.979975,2081965
59007.0,99.980023,2081966
59103.0,99.980071,2081967
59167.0,99.980119,2081968
59199.0,99.980167,2081969
59231.0,99.980215,2081970
59295.0,99.980263,2081971
59455.0,99.980311,2081972
59487.0,99.980359,2081973
59647.0,99.980407,2081974
59679.0,99.980455,2081975
59711.0,99.980503,2081976
59775.0,99.980551,2081977
59999.0,99.980599,2081978
60095.0,99.980647,2081979
60383.0,99.980695,2081980
60511.0,99.980743,2081981
60895.0,99.980791,2081982
61119.0,99.980887,2081984
61183.0,99.980983,2081986
61215.0,99.981031,2081987
61375.0,99.981079,2081988
61439.0,99.981127,2081989
61471.0,99.981175,2081990
61855.0,99.981223,2081991
62207.0,99.981271,2081992
62303.0,99.981319,2081993
62399.0,99.981367,2081994
62463.0,99.981416,2081995
63071.0,99.981464,2081996
63167.0,99.981512,2081997
63231.0,99.981560,2081998
63359.0,99.981608,2081999
63423.0,99.981656,2082000
63487.0,99.981704,2082001
63519.0,99.981752,2082002
63551.0,99.981848,2082004
63615.0,99.981992,2082007
63679.0,99.982040,2082008
63839.0,99.982088,2082009
63967.0,99.982136,2082010
64031.0,99.982280,2082013
64063.0,99.982328,2082014
64159.0,99.982376,2082015
64383.0,99.982424,2082016
64447.0,99.982472,2082017
64543.0,99.982520,2082018
64671.0,99.982568,2082019
64831.0,99.982616,2082020
64863.0,99.982664,2082021
64895.0,99.982712,2082022
65119.0,99.982760,2082023
65215.0,99.982808,2082024
65311.0,99.982856,2082025
65407.0,99.982904,2082026
65599.0,99.982952,2082027
65663.0,99.983000,2082028
65727.0,99.983048,2082029
65855.0,99.983144,2082031
65919.0,99.983192,2082032
66111.0,99.983288,2082034
66175.0,99.983336,2082035
66303.0,99.983384,2082036
66623.0,99.983432,2082037
66751.0,99.983480,2082038
66879.0,99.983528,2082039
67007.0,99.983673,2082042
67391.0,99.983721,2082043
67647.0,99.983769,2082044
67711.0,99.983865,2082046
67903.0,99.983913,2082047
68159.0,99.983961,2082048
